instance_id,dataset,model,ground_truth_label,predicted_label,confidence,correct,model_refused,prompt_tokens,response_tokens,prompt_hash,jaccard_H_R,jaccard_H_CF,jaccard_H_RO,jaccard_R_CF,jaccard_R_RO,jaccard_CF_RO,overlap_H_R,overlap_H_CF,overlap_H_RO,overlap_R_CF,overlap_R_RO,overlap_CF_RO,rbo_H_RO,kendall_H_RO,normalized_kendall_H_RO,ecs,ecs_overlap,ecs_random,ecs_lift,ecs_random_weighted,ecs_lift_weighted,ecs_extraction_rationale,ecs_extraction_perturbation,ecs_primary_pairs,ecs_adj,ecs_adj_er,ecs_adj_ep,ecs_adj_rp,ecs_adj_n_components,ecs_adj_complete,n_degenerate_pairs,cf_flip_verified,cf_valid_first_attempt,cf_corrected,ro_self_corrected,cf_actual_label,highlighting_parsed,rationale_parsed,counterfactual_parsed,rank_ordering_parsed,cc3_size,cc4_size
sst2_validation_000513,sst2,deepseek.v3-v1:0,negative,negative,0.85,True,False,1645,420,66ffc0207e802d03,,0.3333333333333333,0.2857142857142857,,,0.25,,1.0,0.6666666666666666,,,0.5,0.22302999999999992,,,0.29166666666666663,0.75,0.10681547619047575,0.18485119047619086,0.13177380952380952,0.15989285714285711,,0.29166666666666663,2,0.6336996336996337,,0.6336996336996337,,1,False,0,True,True,False,True,positive,True,False,True,True,1,1
sst2_validation_000010,sst2,deepseek.v3-v1:0,positive,positive,0.95,True,False,1017,256,d9ae1018167dba5e,0.75,0.5,0.5,0.4,0.4,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.24399999999999994,,,0.61,0.7999999999999999,0.2805183333333293,0.32948166666667067,0.3514816666666618,0.2585183333333382,0.575,0.75,4,0.5017234291496696,0.6141732283464567,0.6626506024096386,0.22834645669291334,3,True,0,True,True,False,False,negative,True,True,True,True,2,2
sst2_validation_000529,sst2,deepseek.v3-v1:0,negative,negative,0.99,True,False,1206,357,b04c96a0a49e1956,0.7142857142857143,0.625,0.8,0.875,0.5714285714285714,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.33316299999999993,0.6666666666666669,0.8333333333333335,0.6571428571428571,1.0,0.24334586913086861,0.4137969880119885,0.30767888722388703,0.3494639699189701,0.6428571428571428,0.5625,4,1.0,1.0,1.0,1.0,3,True,0,True,True,False,False,positive,True,True,True,True,5,4
sst2_validation_000007,sst2,deepseek.v3-v1:0,negative,negative,0.95,True,False,952,199,bed5ce4a26311b72,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,0.27099999999999996,,,0.13333333333333333,0.4,0.24633333333332902,-0.11299999999999569,0.3444666666666663,-0.21113333333333298,0.0,0.3333333333333333,4,-0.3333333333333333,,,-0.3333333333333333,1,False,4,True,True,False,False,positive,True,True,True,True,1,0
sst2_validation_000312,sst2,deepseek.v3-v1:0,negative,negative,0.95,True,False,997,228,c4f7026cf0a8528a,0.2,,0.5,,0.2,,0.3333333333333333,,0.6666666666666666,,0.3333333333333333,,0.24399999999999994,,,0.2,0.3333333333333333,0.3629500000000034,-0.16295000000000337,0.4568500000000046,-0.2568500000000046,0.2,,2,-0.2598425196850394,-0.2598425196850394,,,1,False,0,True,True,False,False,positive,True,True,False,True,1,1
sst2_validation_000498,sst2,deepseek.v3-v1:0,positive,positive,0.95,True,False,1119,274,5f77cecbddbdff28,0.6,0.25,0.5,0.4,0.6,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.19899999999999995,,,0.5033333333333333,0.9,0.22794000000000114,0.27539333333333216,0.3234335714285742,0.1798997619047591,0.6,0.4583333333333333,4,0.8571428571428571,1.0,0.5714285714285714,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,3,1
sst2_validation_000704,sst2,deepseek.v3-v1:0,negative,negative,0.99,True,False,1022,267,ea1645fe59cb3b1a,0.5,,0.5,,0.5,,1.0,,0.6666666666666666,,1.0,,0.19867499999999996,,,0.5,1.0,0.346691964285719,0.15330803571428098,0.4029821428571488,0.09701785714285122,0.5,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
sst2_validation_000211,sst2,deepseek.v3-v1:0,negative,positive,0.95,False,False,1135,322,feee7215259975eb,0.5,0.5,0.75,0.4,0.3333333333333333,0.25,0.75,1.0,1.0,1.0,0.6666666666666666,0.5,0.25367499999999993,,,0.3966666666666666,0.7833333333333333,0.24082166666666743,0.15584499999999918,0.26125226190476286,0.13541440476190375,0.41666666666666663,0.375,4,0.6075178522987623,0.25112498546771556,0.5714285714285714,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,3,1
sst2_validation_000287,sst2,deepseek.v3-v1:0,positive,positive,0.95,True,False,1437,443,bed1fd6f76e1565c,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,1.0,0.41734154285714287,,,0.12380952380952381,0.6,0.0642952380952377,0.059514285714286116,0.11294761904761881,0.010861904761905003,0.07142857142857142,0.23809523809523808,4,0.23418803418803416,-0.23076923076923078,1.0,-0.06666666666666667,3,True,2,True,True,False,False,negative,True,True,True,True,1,0
sst2_validation_000838,sst2,deepseek.v3-v1:0,negative,negative,0.85,True,False,1349,308,2412de35b11c862a,0.0,,0.2,,0.2,,0.0,,0.3333333333333333,,0.3333333333333333,,0.17199999999999996,,,0.1,0.16666666666666666,0.1661499999999968,-0.0661499999999968,0.2378499999999957,-0.1378499999999957,0.1,,2,-0.07667210440456773,-0.07667210440456773,,,1,False,0,False,False,False,False,negative,True,True,False,True,0,0
sst2_validation_000474,sst2,deepseek.v3-v1:0,negative,negative,0.95,True,False,925,199,aef980d489c56654,0.75,0.6666666666666666,1.0,0.5,0.75,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.22599999999999992,,,0.6666666666666666,1.0,0.5858749999999974,0.08079166666666926,0.6155833333333305,0.051083333333336145,0.75,0.6666666666666666,4,1.0,,1.0,,1,False,3,True,True,False,False,positive,True,True,True,True,3,2
sst2_validation_000536,sst2,deepseek.v3-v1:0,negative,negative,0.95,True,False,1120,302,d1cdbcd72ce18ca6,0.25,0.25,0.16666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.19022499999999995,,,0.4333333333333333,1.0,0.09253333333333352,0.34079999999999977,0.19329999999999936,0.24003333333333393,0.29166666666666663,0.29166666666666663,4,1.0,1.0,1.0,1.0,3,True,0,True,True,False,False,positive,True,True,True,True,1,1
sst2_validation_000253,sst2,deepseek.v3-v1:0,negative,negative,0.99,True,False,1528,403,8fc5af0786ea6624,0.2,,0.3333333333333333,,0.3333333333333333,,1.0,,0.6666666666666666,,1.0,,0.3066939999999999,,,0.26666666666666666,1.0,0.08373333333333324,0.18293333333333342,0.1267333333333326,0.13993333333333408,0.26666666666666666,,2,1.0,1.0,,,1,False,0,False,False,False,False,negative,True,True,False,True,1,1
sst2_validation_000438,sst2,deepseek.v3-v1:0,positive,positive,0.95,True,False,1497,503,033021dbf6989281,0.3333333333333333,0.375,0.625,0.4,0.5,0.6,0.75,1.0,1.0,0.6666666666666666,0.75,1.0,0.42657112767857136,0.7999999999999999,0.8999999999999999,0.4416666666666667,0.8333333333333333,0.12436650432900312,0.31730016233766356,0.21078919191919127,0.23087747474747544,0.41666666666666663,0.4875,4,0.6652904051353414,0.535247832763407,1.0,0.46062338264261715,3,True,0,True,True,False,False,negative,True,True,True,True,4,2
sst2_validation_000018,sst2,deepseek.v3-v1:0,negative,negative,0.95,True,False,894,177,9d30adc03789cc7c,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.27099999999999996,,,0.6,1.0,0.4009999999999968,0.19900000000000317,0.47233333333333166,0.12766666666666832,1.0,0.3333333333333333,4,1.0,1.0,,,1,False,3,True,True,False,False,positive,True,True,True,True,3,1
sst2_validation_000666,sst2,deepseek.v3-v1:0,positive,positive,0.95,True,False,1060,247,79fdd572735f0aa0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.27099999999999996,,,0.39999999999999997,0.8666666666666666,0.1268533333333322,0.27314666666666776,0.26331999999999955,0.1366800000000004,0.5,0.3333333333333333,4,0.7965976331360946,0.38979289940828404,1.0,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,2,1
sst2_validation_000723,sst2,deepseek.v3-v1:0,positive,positive,0.99,True,False,1077,276,5f9eba5d809bcaeb,0.6,0.3333333333333333,1.0,0.2,0.6,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.27099999999999996,,,0.4133333333333334,1.0,0.1611371428571436,0.2521961904761898,0.22346380952381098,0.1898695238095224,0.6,0.3333333333333333,4,1.0,1.0,1.0,1.0,3,True,0,True,True,False,False,negative,True,True,True,True,3,1
sst2_validation_000423,sst2,deepseek.v3-v1:0,negative,negative,0.9,True,False,1014,242,ec24084067e92b7a,0.0,0.6666666666666666,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.24399999999999994,,,0.3333333333333333,0.6,0.21564166666666656,0.11769166666666675,0.3189666666666626,0.014366666666670691,0.16666666666666666,0.6666666666666666,4,0.16666666666666666,0.0,1.0,-0.49999999999999994,3,True,0,True,True,False,False,positive,True,True,True,True,2,0
sst2_validation_000436,sst2,deepseek.v3-v1:0,negative,negative,0.95,True,False,937,207,aa8565930b325dea,0.4,,1.0,,0.4,,0.6666666666666666,,1.0,,0.6666666666666666,,0.18067499999999997,,,0.4,0.6666666666666666,0.5388624999999932,-0.13886249999999323,0.6316125000000012,-0.23161250000000122,0.4,,2,-0.6666666666666669,-0.6666666666666669,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
mnli_validation_matched_007919,mnli,eu.amazon.nova-pro-v1:0,neutral,neutral,0.8,True,False,1638,381,82c03589065d7755,0.3333333333333333,,,,,,1.0,,,,,,,,,,,,,,,,,0,1.0,1.0,,,1,False,0,False,False,False,False,neutral,True,True,False,False,0,0
mnli_validation_matched_008565,mnli,eu.amazon.nova-pro-v1:0,entailment,entailment,1.0,True,False,1600,511,f71b2f7bec2f3b88,0.6666666666666666,,0.6666666666666666,,1.0,,1.0,,1.0,,1.0,,0.33575399999999994,0.6666666666666669,0.8333333333333335,0.8333333333333333,1.0,0.20465436507936502,0.6286789682539682,0.20724603174603146,0.6260873015873019,0.8333333333333333,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,4,4
mnli_validation_matched_009319,mnli,eu.amazon.nova-pro-v1:0,neutral,entailment,0.85,False,False,1686,575,37f688ab6ac9c2c5,0.5,,0.5,,0.3333333333333333,,1.0,,1.0,,0.5,,0.29981190214285713,0.3333333333333334,0.6666666666666667,0.41666666666666663,0.75,0.21627683982683718,0.20038982683982945,0.22533419913419606,0.19133246753247057,0.41666666666666663,,2,0.5918093906559478,0.5918093906559478,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
mnli_validation_matched_007354,mnli,eu.amazon.nova-pro-v1:0,entailment,entailment,0.95,True,False,1777,448,d03a6bac45bd33be,0.75,0.25,0.75,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.18067499999999997,,,0.5333333333333333,1.0,0.4252166666666645,0.1081166666666688,0.45423333333333193,0.07910000000000139,0.875,0.29166666666666663,4,1.0,1.0,,,1,False,4,True,True,False,True,contradiction,True,True,True,True,3,1
mnli_validation_matched_007556,mnli,eu.amazon.nova-pro-v1:0,entailment,neutral,0.7,False,False,2428,882,b8619d83a5f459e3,0.5,,0.4,,0.5714285714285714,,0.8333333333333334,,0.8,,0.8,,0.17440827814285714,-0.3333333333333334,0.33333333333333326,0.5357142857142857,0.8166666666666667,0.17647927558552562,0.3592350101287601,0.17797056901431912,0.3577437166999666,0.5357142857142857,,2,0.6275952559291558,0.6275952559291558,,,1,False,0,False,False,False,False,neutral,True,True,False,True,3,3
mnli_validation_matched_006801,mnli,eu.amazon.nova-pro-v1:0,contradiction,contradiction,0.95,True,False,1791,619,a23647bceb96e5d0,0.25,,0.3333333333333333,,0.2,,1.0,,0.75,,0.5,,0.2632776766071428,,,0.225,0.75,0.07120833333333407,0.15379166666666594,0.07271250000000073,0.15228749999999927,0.225,,2,0.6543778801843319,0.6543778801843319,,,1,False,0,False,False,False,False,,True,True,False,True,1,1
mnli_validation_matched_005549,mnli,eu.amazon.nova-pro-v1:0,neutral,neutral,0.85,True,False,1565,535,573b8c907f1848b8,0.625,,0.18181818181818182,,0.25,,1.0,,0.4,,0.4,,0.09129345107142857,,,0.4375,0.7,0.17588675144300223,0.26161324855699775,0.1721786976911987,0.2653213023088013,0.4375,,2,0.5564258738857877,0.5564258738857877,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
mnli_validation_matched_006492,mnli,eu.amazon.nova-pro-v1:0,neutral,neutral,0.9,True,False,1260,272,aae0ec2710ab04a3,0.5,,0.2,,0.2,,0.6666666666666666,,0.3333333333333333,,0.3333333333333333,,0.10844999999999998,,,0.35,0.5,0.25849999999999573,0.09150000000000424,0.2625999999999962,0.08740000000000375,0.35,,2,0.1228915662650602,0.1228915662650602,,,1,False,0,False,False,False,False,,True,True,False,True,0,0
mnli_validation_matched_009361,mnli,eu.amazon.nova-pro-v1:0,neutral,entailment,0.9,False,False,1442,377,dde94c5611b7520a,0.25,0.25,1.0,0.16666666666666666,0.25,0.25,0.5,1.0,1.0,1.0,0.5,1.0,0.2719,0.3333333333333334,0.6666666666666667,0.2333333333333333,0.8,0.22048293650793718,0.012850396825396126,0.21984126984127045,0.013492063492062861,0.25,0.25,4,0.2782324058919803,-0.44353518821603943,1.0,,2,False,1,True,True,False,False,contradiction,True,True,True,True,2,1
mnli_validation_matched_004122,mnli,eu.amazon.nova-pro-v1:0,contradiction,contradiction,0.95,True,False,2091,867,2e0f12cf98d38bf9,0.3333333333333333,,0.2857142857142857,,0.6666666666666666,,0.8333333333333334,,1.0,,1.0,,0.39175778028874997,-0.3333333333333334,0.33333333333333326,0.5,0.9166666666666667,0.15114169922354934,0.34885830077645064,0.17448506376234718,0.3255149362376528,0.5,,2,0.8009938352963377,0.8009938352963377,,,1,False,0,False,False,False,False,,True,True,False,True,4,4
mnli_validation_matched_006792,mnli,eu.amazon.nova-pro-v1:0,neutral,neutral,0.8,True,False,1487,458,a9d6836aa16ab323,0.5714285714285714,,0.5714285714285714,,0.42857142857142855,,0.8,,0.8,,0.6,,0.168957,0.0,0.5,0.5,0.7,0.3304919642857128,0.1695080357142872,0.333414384920633,0.16658561507936698,0.5,,2,0.3174774070421421,0.3174774070421421,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
mnli_validation_matched_007237,mnli,eu.amazon.nova-pro-v1:0,contradiction,contradiction,0.95,True,False,1584,453,ec1dd4647af6faca,0.5,0.14285714285714285,0.5714285714285714,0.25,0.6,0.16666666666666666,1.0,0.5,0.8,0.5,1.0,0.5,0.3455289999999999,0.6666666666666669,0.8333333333333335,0.3319047619047619,0.7,0.10889749999999954,0.2230072619047624,0.1120755952380946,0.21982916666666732,0.55,0.15476190476190477,4,0.49623843419973473,1.0,0.2070251617541337,0.2816901408450705,3,True,0,True,True,False,False,entailment,True,True,True,True,3,1
mnli_validation_matched_006799,mnli,eu.amazon.nova-pro-v1:0,entailment,entailment,0.9,True,False,1561,452,d450a8ee90158f70,0.25,0.0,0.8,0.0,0.125,0.0,0.4,0.0,1.0,0.0,0.25,0.0,0.27816299999999994,0.6666666666666669,0.8333333333333335,0.075,0.13,0.19325444444444445,-0.11825444444444445,0.19625186507936504,-0.12125186507936504,0.1875,0.0,4,-0.6969788945805083,-0.2576033504081921,-0.8333333333333333,-0.9999999999999998,3,True,0,True,True,False,False,contradiction,True,True,True,True,1,0
mnli_validation_matched_001098,mnli,eu.amazon.nova-pro-v1:0,entailment,entailment,0.95,True,False,1896,643,61e38518e4ae4d19,0.6,0.1111111111111111,0.5555555555555556,0.0,0.5,0.0,0.8571428571428571,1.0,1.0,0.0,0.8,0.0,0.2787267471428571,0.39999999999999997,0.7,0.2422222222222222,0.5314285714285715,0.12526730935730837,0.11695491286491383,0.12961971139971057,0.11260251082251163,0.55,0.05555555555555555,4,0.13117832241364769,0.6194995019701525,-0.3571428571428571,,2,False,2,True,True,False,False,contradiction,True,True,True,True,4,0
mnli_validation_matched_001634,mnli,eu.amazon.nova-pro-v1:0,neutral,neutral,0.8,True,False,1862,510,eecd3b67a6f3057f,0.6666666666666666,,0.5714285714285714,,0.5,,1.0,,0.8,,0.75,,0.26895699999999995,0.0,0.5,0.5833333333333333,0.875,0.420379761904766,0.16295357142856726,0.42390744047619466,0.1594258928571386,0.5833333333333333,,2,0.6223506743737958,0.6223506743737958,,,1,False,0,False,False,False,False,neutral,True,True,False,True,3,3
mnli_validation_matched_009223,mnli,eu.amazon.nova-pro-v1:0,contradiction,contradiction,0.95,True,False,1669,473,15d768fa04d88d16,0.25,0.14285714285714285,0.42857142857142855,0.125,0.375,0.3333333333333333,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,0.3453415428571428,,,0.2452380952380952,0.8857142857142858,0.11661236180486201,0.1286257334332332,0.12065636530136563,0.12458172993672957,0.3125,0.23809523809523808,4,0.7409110369558418,0.48182207391168375,1.0,,2,False,2,True,True,False,False,entailment,True,True,True,True,3,1
mnli_validation_matched_009459,mnli,eu.amazon.nova-pro-v1:0,neutral,entailment,0.85,False,False,1698,485,ba5f21b775ce12d9,0.2857142857142857,,0.3333333333333333,,0.5,,0.5,,0.5,,0.75,,0.13469399999999998,,,0.39285714285714285,0.625,0.2440374999999979,0.14881964285714494,0.2544499999999979,0.13840714285714495,0.39285714285714285,,2,0.2674758226780035,0.2674758226780035,,,1,False,0,False,False,False,False,,True,True,False,True,1,1
mnli_validation_matched_006724,mnli,eu.amazon.nova-pro-v1:0,entailment,entailment,0.95,True,False,1250,351,9201aa8688751893,0.6666666666666666,,0.6,,0.6666666666666666,,1.0,,0.75,,1.0,,0.33316299999999993,0.6666666666666669,0.8333333333333335,0.6666666666666666,1.0,0.5330357142857133,0.13363095238095335,0.5575595238095198,0.10910714285714684,0.6666666666666666,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,3,3
mnli_validation_matched_005831,mnli,eu.amazon.nova-pro-v1:0,entailment,entailment,0.95,True,False,1904,672,ec4e62f55876a979,0.4166666666666667,,0.36363636363636365,,0.5,,0.7142857142857143,,0.8,,0.8,,0.42513009770285703,1.0,1.0,0.45833333333333337,0.7571428571428571,0.27431127830502305,0.18402205502831032,0.27671947011321507,0.1816138632201183,0.45833333333333337,,2,0.4028296174397655,0.4028296174397655,,,1,False,0,True,True,False,False,contradiction,True,True,False,True,3,3
mnli_validation_matched_008420,mnli,eu.amazon.nova-pro-v1:0,entailment,entailment,0.9,True,False,1560,530,c0546fcbd20147e1,,0.3333333333333333,1.0,,,0.3333333333333333,,1.0,1.0,,,1.0,0.28067499999999995,,,0.3333333333333333,1.0,0.20174999999999726,0.13158333333333605,0.19741666666666416,0.13591666666666916,,0.3333333333333333,2,1.0,,1.0,,1,False,0,True,True,False,False,neutral,True,False,True,True,1,1
mnli_validation_matched_004880,mnli,eu.amazon.nova-pro-v1:0,contradiction,contradiction,0.95,True,False,1405,389,86b5aedd33ccb6a5,0.42857142857142855,,0.2857142857142857,,0.75,,0.75,,0.6666666666666666,,1.0,,0.18137699999999998,,,0.5892857142857143,0.875,0.2506200396825401,0.3386656746031742,0.256932341269842,0.3323533730158723,0.5892857142857143,,2,0.6805421103581801,0.6805421103581801,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
mnli_validation_matched_004577,mnli,eu.amazon.nova-pro-v1:0,contradiction,contradiction,0.95,True,False,1237,295,3c3db36f74140d81,0.6666666666666666,,1.0,,0.6666666666666666,,1.0,,1.0,,1.0,,0.22599999999999992,,,0.6666666666666666,1.0,0.35081249999999864,0.315854166666668,0.3579999999999982,0.3086666666666684,0.6666666666666666,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
mnli_validation_matched_003178,mnli,eu.amazon.nova-pro-v1:0,entailment,entailment,0.95,True,False,1482,467,d0d22334d2c38a82,0.75,,0.5714285714285714,,0.625,,1.0,,0.8,,1.0,,0.09695699999999999,-0.3333333333333334,0.33333333333333326,0.6875,1.0,0.5712812500000054,0.1162187499999946,0.5773576388888934,0.11014236111110665,0.6875,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,4,4
mnli_validation_matched_008473,mnli,eu.amazon.nova-pro-v1:0,neutral,neutral,0.8,True,False,1609,334,afb613a773b66a5a,0.3333333333333333,,0.2,,0.3333333333333333,,1.0,,0.3333333333333333,,1.0,,0.24781599999999998,,,0.3333333333333333,1.0,0.1435833333333339,0.18974999999999942,0.15191666666666676,0.18141666666666656,0.3333333333333333,,2,1.0,1.0,,,1,False,0,False,False,False,False,neutral,True,True,False,True,1,1
mnli_validation_matched_001683,mnli,eu.amazon.nova-pro-v1:0,neutral,neutral,0.85,True,False,2610,832,214f87a557687aa7,0.4166666666666667,,0.3333333333333333,,0.5,,1.0,,1.0,,0.75,,0.18683615262377923,-0.3333333333333334,0.33333333333333326,0.45833333333333337,0.875,0.09810589514652018,0.3602274381868132,0.10284611950549447,0.3554872138278389,0.45833333333333337,,2,0.7923961555506811,0.7923961555506811,,,1,False,0,False,False,False,False,neutral,True,True,False,True,3,3
mnli_validation_matched_007919,mnli,qwen.qwen3-235b-a22b-2507-v1:0,neutral,neutral,0.85,True,False,1744,308,82c03589065d7755,0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.25367499999999993,,,0.13333333333333333,0.4,0.20199999999999782,-0.06866666666666449,0.21399999999999744,-0.08066666666666411,0.3333333333333333,0.0,4,-0.25000000000000017,1.0,-1.5000000000000004,-0.25000000000000006,3,True,0,True,True,False,True,contradiction,True,True,True,True,1,0
mnli_validation_matched_008565,mnli,qwen.qwen3-235b-a22b-2507-v1:0,entailment,entailment,0.99,True,False,1828,443,f71b2f7bec2f3b88,0.6666666666666666,,0.5,,0.75,,1.0,,1.0,,1.0,,0.3495654999999999,,,0.7083333333333333,1.0,0.19105972222222115,0.5172736111111121,0.2002924603174594,0.5080408730158739,0.7083333333333333,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,3,3
mnli_validation_matched_009319,mnli,qwen.qwen3-235b-a22b-2507-v1:0,neutral,entailment,0.9,False,False,1784,475,37f688ab6ac9c2c5,0.875,,0.5,,0.5714285714285714,,1.0,,1.0,,1.0,,0.27303690214285714,-0.6666666666666669,0.16666666666666657,0.7232142857142857,1.0,0.302157871295375,0.4210564144189107,0.32283673756799103,0.40037754814629467,0.7232142857142857,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,4,4
mnli_validation_matched_007354,mnli,qwen.qwen3-235b-a22b-2507-v1:0,entailment,entailment,0.98,True,False,1854,377,d03a6bac45bd33be,1.0,,0.75,,0.75,,1.0,,1.0,,1.0,,0.18067499999999997,,,0.875,1.0,0.875,0.0,0.875,0.0,0.875,,2,,,,,0,False,2,False,False,False,True,,True,True,False,True,3,3
mnli_validation_matched_007556,mnli,qwen.qwen3-235b-a22b-2507-v1:0,entailment,neutral,0.85,False,False,1900,653,b8619d83a5f459e3,,,,,0.5714285714285714,,,,,,0.8,,,,,,,,,,,,,0,0.6156416189879732,0.6156416189879732,,,1,False,0,False,False,False,False,,False,True,False,True,0,0
mnli_validation_matched_006801,mnli,qwen.qwen3-235b-a22b-2507-v1:0,contradiction,contradiction,0.98,True,False,2297,535,a23647bceb96e5d0,0.2727272727272727,,0.4444444444444444,,0.2222222222222222,,0.5,,0.8,,0.4,,0.07949588785714284,0.6666666666666669,0.8333333333333335,0.24747474747474746,0.45,0.15174696345321356,0.0957277840215339,0.15140101981352,0.09607372766122746,0.24747474747474746,,2,0.1547547463542005,0.1547547463542005,,,1,False,0,False,False,False,True,,True,True,False,True,1,1
mnli_validation_matched_005549,mnli,qwen.qwen3-235b-a22b-2507-v1:0,neutral,neutral,0.92,True,False,1699,462,573b8c907f1848b8,0.8,,0.18181818181818182,,0.36363636363636365,,1.0,,0.4,,0.8,,0.2815184510714285,,,0.5818181818181818,0.9,0.24926672518657567,0.3325514566316061,0.2570364187283287,0.32478176308985307,0.5818181818181818,,2,0.7667287019805005,0.7667287019805005,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
mnli_validation_matched_006492,mnli,qwen.qwen3-235b-a22b-2507-v1:0,neutral,contradiction,0.95,False,False,1425,267,aae0ec2710ab04a3,0.4,,0.2,,0.75,,0.6666666666666666,,0.3333333333333333,,1.0,,0.09022499999999999,,,0.575,0.8333333333333333,0.29554583333332946,0.2794541666666705,0.310466666666661,0.26453333333333895,0.575,,2,0.6141732283464567,0.6141732283464567,,,1,False,0,False,False,False,False,,True,True,False,True,1,1
mnli_validation_matched_009361,mnli,qwen.qwen3-235b-a22b-2507-v1:0,neutral,neutral,0.85,True,False,1765,328,dde94c5611b7520a,0.14285714285714285,,0.6,,0.14285714285714285,,0.25,,0.75,,0.25,,0.22667499999999996,,,0.14285714285714285,0.25,0.31426190476190785,-0.171404761904765,0.3298285714285758,-0.18697142857143295,0.14285714285714285,,2,-0.23731587561374778,-0.23731587561374778,,,1,False,0,False,False,False,True,,True,True,False,True,0,0
mnli_validation_matched_004122,mnli,qwen.qwen3-235b-a22b-2507-v1:0,contradiction,contradiction,0.98,True,False,2763,748,2e0f12cf98d38bf9,0.6428571428571429,0.14285714285714285,0.2857142857142857,0.2222222222222222,0.4444444444444444,0.2,1.0,1.0,1.0,1.0,1.0,0.5,0.5637577802887498,1.0,1.0,0.3304761904761905,0.9,0.11549209033055027,0.2149841001456402,0.13623781126166662,0.19423837921452386,0.5436507936507937,0.17142857142857143,4,0.772225827384815,1.0,0.3166774821544452,1.0,3,True,1,True,True,False,True,entailment,True,True,True,True,5,1
mnli_validation_matched_006792,mnli,qwen.qwen3-235b-a22b-2507-v1:0,neutral,neutral,0.9,True,False,1603,372,a9d6836aa16ab323,0.5,,0.8333333333333334,,0.375,,0.6666666666666666,,1.0,,0.6,,0.28237049999999997,0.39999999999999997,0.7,0.4375,0.6333333333333333,0.36965971320346347,0.06784028679653653,0.3693987463924969,0.06810125360750308,0.4375,,2,0.12207810204723975,0.12207810204723975,,,1,False,0,False,False,False,False,,True,True,False,True,3,3
mnli_validation_matched_007237,mnli,qwen.qwen3-235b-a22b-2507-v1:0,contradiction,contradiction,0.98,True,False,1750,410,ec1dd4647af6faca,0.5714285714285714,0.5,0.5714285714285714,0.14285714285714285,0.6666666666666666,0.3333333333333333,0.8,1.0,0.8,0.3333333333333333,0.8,0.6666666666666666,0.4357539999999999,1.0,1.0,0.4428571428571429,0.72,0.15211416666666652,0.2907429761904764,0.16561738095238118,0.27723976190476174,0.6190476190476191,0.41666666666666663,4,0.44717227896462575,0.5944763693125212,0.7170736539699837,0.02996681361137254,3,True,0,True,True,False,False,entailment,True,True,True,True,4,1
